Peak id,Mass,RT,UN_1.mzXML,UN4.mzXML,INFEC_1.mzXML,INFEC_2.mzXML,INFEC_3.mzXML,INFEC_4.mzXML,HK1.mzXML,HK2.mzXML,HK3.mzXML,HK4.mzXML,Polarity,FrAnK Annotation,PiMP Annotation,KEGG ID
87,614.8102,1873.9,92084.35,66037.74,121817.15,52366.13,59551.27,88574.94,42664.73,120594.05,79203.96,88244.1,positive,No Fragments,,
88,186.9566,1875.32,133404.92,126598.27,185346.53,98022.72,123190.12,124739.67,128147.59,237743.83,122287.59,151116.39,positive,No Fragments,,
89,186.9566,1874.5,98577.83,126598.27,177375.17,98022.72,112002.07,116841.05,128147.59,154406.64,122287.59,151116.39,positive,No Fragments,,
90,350.2299,1873.96,26826.18,26045.78,31324.86,23645.47,28254.12,28140.95,26026.33,38802.96,18919.92,26037.24,positive,No Fragments,"(9E)-10-nitrooctadecenoic Acid,(9E)-9-nitrooctadecenoic Acid,10-hydroxy-16-oxo-hexadecanoic acid,10-nitro-9E-octadecenoic acid,14,14,14-Trifluoro-11E-tetradecenyl acetate,14,14,14-Trifluoro-11Z-tetradecenyl acetate,16-Hydroxy-10-oxohexadecanoic acid,2,2,4-Trimethyl-1,3-pentadienol diisobutyrate,2,3-Dihydroxycyclopentaneundecanoic acid,9-hydroxy-16-oxo-hexadecanoic acid,9-nitro-9E-octadecenoic acid,Hexadecanedioate,Hexadecanedioic acid","C14987,C19615,HMDB00672,HMDB41287,HMDB59777,HMDB62737,HMDB62738,LMFA01120003,LMFA01120004,LMFA01170022,LMFA01170059,LMFA01170060,LMFA07010327,LMFA07010328"
91,350.2299,1874.62,26826.18,26045.78,31324.86,23645.47,28254.12,28140.95,26026.33,38802.96,18919.92,26037.24,positive,No Fragments,"(9E)-10-nitrooctadecenoic Acid,(9E)-9-nitrooctadecenoic Acid,10-hydroxy-16-oxo-hexadecanoic acid,10-nitro-9E-octadecenoic acid,14,14,14-Trifluoro-11E-tetradecenyl acetate,14,14,14-Trifluoro-11Z-tetradecenyl acetate,16-Hydroxy-10-oxohexadecanoic acid,2,2,4-Trimethyl-1,3-pentadienol diisobutyrate,2,3-Dihydroxycyclopentaneundecanoic acid,9-hydroxy-16-oxo-hexadecanoic acid,9-nitro-9E-octadecenoic acid,Hexadecanedioate,Hexadecanedioic acid","C14987,C19615,HMDB00672,HMDB41287,HMDB59777,HMDB62737,HMDB62738,LMFA01120003,LMFA01120004,LMFA01170022,LMFA01170059,LMFA01170060,LMFA07010327,LMFA07010328"
92,252.0251,1875.39,25137.72,31480.93,68925.25,43936.86,70502.52,37067.61,34055.37,36789.02,26169.37,29939.99,positive,No Fragments,5-Phosphoribosylamine,"C03090,HMDB01128"
93,252.0251,1875.32,25137.72,31480.93,68925.25,43936.86,70502.52,37067.61,34055.37,36789.02,26169.37,29939.99,positive,No Fragments,5-Phosphoribosylamine,"C03090,HMDB01128"
94,253.0591,1872.6,22626.88,26049.19,35075.86,27115.36,29574.7,24533.01,25678.47,62602.84,43517.61,38795.97,positive,No Fragments,"1-Nitronaphthalene-5,6-oxide,1-Nitronaphthalene-7,8-oxide,2-Oxo-1,2-dihydroquinoline-4-carboxylate,3-Hydroxyquinaldic acid,4-Hydroxy-2-quinolinecarboxylic acid,Kynurenic acid,N-Acetylisatin","C01717,C02172,C14800,C14802,C16715,C18621,HMDB00715,HMDB60331,HMDB60332"
95,123.0553,435.94,56778100,44024520,40486108,28981354,76641320,24217232,51802796,48108884,57200284,53104964,positive,Niacinamide (C6H6N2O) Prob = 98.9100000000,"2-Acetylpyrazine,Isonicotineamide,Niacinamide,Nicotinamide,Picolinamide","C00153,C01950,C02421,HMDB01406,HMDB31861"
96,355.0632,436.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,124013.75,positive,No Fragments,"1-O-Galloyl-beta-D-glucose,1-O-Galloylfructose,2-Galloylglucose,3-Glucogallic acid,4-Glucogallic acid,4-Glucosyl gallate,5-O-Galloylhamamelofuranose,6-Galloylglucose,Phenolsulfonphthalein,beta-Glucogallin","C01158,C12600,HMDB34051,HMDB38728,HMDB38912,HMDB39286,HMDB39322,HMDB39366,HMDB39625,HMDB41593"
97,184.0969,436.18,148694.63,177257.72,166769.83,216390.39,223597.98,151087.03,200575.88,217592.72,147605.5,168892.3,positive,No Fragments,"3,4,5,6-Tetrahydrohippuric acid,3-acetyl-3-methyldihydrofuran-2(3H)-one,4-Oxocyclohexanecarboxylate,5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone,7-hydroxy-5-heptynoic acid,Epinephrine,Erinapyrone A,Erinapyrone B,Ginkgotoxin,Homofureanol,L-Adrenaline,L-Normetanephrine,Levonordefrin,Mesifurane,Methylnoradrenaline,Nicotine imine,Nordephrine,Normetanephrine,Oxidized-adrenal-ferredoxin","C00788,C03767,C05589,C11768,C17925,HMDB00068,HMDB00819,HMDB01010,HMDB02832,HMDB15652,HMDB29455,HMDB33551,HMDB33736,HMDB34230,HMDB41426,HMDB41427,HMDB61679,HMDB62515,LMFA01050262,LMFA07040006"
98,132.1019,646.39,72792224,53542500,43307316,34981932,86632200,32244136,59959860,49939480,55866372,52418664,positive,L-Isoleucine (C6H13NO2) Prob = 50.8300000000,"(2R,3R)-2,3-Butanediol,(3R)-beta-Leucine,(R,R)-Butane-2,3-diol,(S,S)-Butane-2,3-diol,(±)-erythro-Isoleucine,1,1-Dimethoxyethane,1,3-Butanediol,2,3-Butanediol,2-Amino-4-methylpentanoic acid,2-Ethoxyethanol,2S-Amino-3S-methylpentanoic acid,2S-amino-hexanoic acid,3,3,5-triiodo-L-thyronine-beta-D-glucuronoside,3-Aminocaproic acid,6-Aminohexanoate,6-Deoxyfagomine,6-amino-hexanoic acid,Aminocaproic acid,Beta-Leucine,D-Isoleucine,D-Leucine,Isoleucine,L-Alloisoleucine,L-Isoleucine,L-Leucine,L-Norleucine,Leucine,N,N-Diethylglycine,N-(2-Hydroxyethyl)-morpholine,N-methylvaline,beta-Alaninebetaine,meso-2,3-Butanediol","C00123,C00407,C01570,C01933,C02378,C02486,C03044,C03046,C06418,C08263,C14687,C16434,C16439,C16647,C20335,C20657,HMDB00172,HMDB00557,HMDB00687,HMDB01645,HMDB01901,HMDB03156,HMDB03640,HMDB13773,HMDB29168,HMDB30061,HMDB31213,HMDB31320,HMDB33007,HMDB33923,HMDB36382,HMDB60650,HMDB61716,HMDB62203,LMFA01100035,LMFA01100042,LMFA01100047,LMFA01100048,Std1_1_20170612_135637_9"
99,234.077,647.02,4734776,4202096.5,3517367.25,3215276,4794142.5,3291109.25,4341846,4091710.25,4359229.5,3968618.25,positive,No Fragments,,
100,213.0984,648.5,1821627.5,1572797.75,1386371,1388265.75,1926211.13,1285285.25,1675325.38,1776081.88,1514861.88,1561755.25,positive,No Fragments,"Glycyl-Histidine,Histidinyl-Glycine,Metronidazole","C07203,HMDB15052,HMDB28843,HMDB28885"
101,216.0583,646.73,998366.56,875670.06,721315.19,633076.75,1215251.38,695225.31,900536.88,867775.25,967096.81,809196.63,positive,Annotate in FrAnK,,
102,228.0978,633.41,248223.2,225030.13,162700.16,108732.78,318045.44,155932.42,183306.81,183943.13,209751.08,189556.59,positive,No Fragments,"AMPA,Deoxycytidine,Pyroglutamylglycine","C00881,C13672,HMDB00014,HMDB61890"
103,176.0658,653.68,313139,253420.23,236892.42,186978.44,477346.41,177737.45,291577.44,217914.11,251038.94,209299.98,positive,No Fragments,,
104,343.1895,647.25,272730.59,154909.56,104612.43,88133.09,329742.63,77065.57,173502.81,134653.28,150553.28,127584.05,positive,No Fragments,7-(4-Hydroxy-3-methoxyphenyl)-5-methoxy-1-phenyl-3-heptanone,HMDB29525
105,329.1422,647.42,125514.73,73781.87,96115.03,NA,208704.89,NA,128809.19,85489.39,85499.02,75055.32,positive,No Fragments,"2-hydroxymethylolanzapine,7-hydroxyolanzapine,Azatadine,Pencycuron","C07774,C11012,HMDB14857,HMDB60958,HMDB60987"
106,322.0224,653.66,128563.84,111791.98,138231.22,109712.62,155858.69,107268.95,138646.64,136905.92,122404.27,119522.15,positive,No Fragments,,
107,387.1531,653.28,174580.69,137222.05,105427.31,82476.92,170560.66,91834.58,134609.33,109982.34,132612.8,123666.25,positive,No Fragments,Acremoauxin A,C08468
108,370.2333,645.73,75612.75,60919.19,55456.29,60992.65,85821.78,65824.77,79874.46,75573.35,69565,74960.78,positive,No Fragments,,
109,177.0547,234.06,6486805,2543349,6302138.5,8387473,7258156,9750753,4205817,6760521.5,4390727.5,7923023,positive,Annotate in FrAnK,"1,3,8-Naphthalenertriol,1,4,5-Naphthalenetriol,10-Hydroxy-2,8-decadiene-4,6-diynoic acid,10-hydroxy-8E-Decene-2,4,6-triynoic acid,3-(3,4-Methylenedioxyphenyl)propenal,4-Methylumbelliferone,7-Hydroxy-6-methyl-2H-1-benzopyran-2-one,Herniarin,Phenylethanolaminium,Tyraminium","C01173,C03081,C09268,HMDB29758,HMDB31054,HMDB32883,HMDB32990,HMDB33813,HMDB59622,HMDB62626,HMDB62629,LMFA01030714"
110,223.0965,234.1,6778934,2851821,6275767.5,7857046,7113922.5,9515637,4256761.5,6174408.5,4501719,7826032.5,positive,Annotate in FrAnK,"(Z)-3-(2,4,5-Trimethoxyphenyl)-2-propenal,2,3-Dihydro-3-hydroxy-6-methoxy-2,2-dimethyl-4H-1-benzopyran-4-one,2E,4E,8E,10E-Dodecatetraenedioic acid,5'-(3'-Methoxy-4'-hydroxyphenyl)-gamma-valerolactone,5-(3,4-Methylenedioxyphenyl)pentanoic acid,Apiole,Coniferyl acetate,Diethyl phthalate,Diglycidyl resorcinol ether,Dihydrodeoxy-8-epiaustdiol,Dillapiol,Dillapiole,Isodillapiole,Monobutylphthalate,Monoisobutyl phthalic acid,Piperonyl isobutyrate,Vanillin isobutyrate","C10429,C10449,C14175,C19228,C20225,HMDB02056,HMDB13247,HMDB29226,HMDB29470,HMDB30725,HMDB31668,HMDB33776,HMDB34056,HMDB37130,HMDB37681,HMDB38563,HMDB41379,LMFA01170008"
111,415.2113,230.27,9381807,7271637.5,9463638,9053919,7577971,5193715.5,10110334,6362954.5,9409502,9188149,positive,Annotate in FrAnK,"4-O-Methylmelleolide,Armillarin,Armillaripin,Clausarinol,Deoxybrevianamide E,Eplerenone,Estra-1,3,5(10)-triene-3,6alpha,17beta-triol triacetate,Estra-1,3,5(10)-triene-3,6beta,17beta-triol triacetate,Kalihinol A,Magnoshinin,Trospium,Tryprostatin B","C10658,C12512,C15382,C15440,C17004,C20512,C20636,HMDB14354,HMDB14838,HMDB30404,HMDB37039,HMDB39380,HMDB41407"
112,327.1379,233.61,4142529.5,4763071,4948906.5,5430646.5,5400634.5,4656934.5,4750017.5,4713869,5325650,4726971.5,positive,Annotate in FrAnK,"Clozapine,Hydroxyhexamide,Probenecid","C06924,C07372,HMDB14507,HMDB15166,HMDB60610"
113,221.0961,231.37,3933517.25,3719712.75,4216904.5,3875485,4426013,3998535,4466605,4092461.75,4977492.5,4631953.5,positive,Annotate in FrAnK,1-Hydroxypyrene,HMDB13139
114,190.0499,233.73,774864.5,605530.31,767527.44,948981.25,907481.38,1007144.81,657889.81,806015.81,679445.31,949028.63,positive,Annotate in FrAnK,"1-Nitronaphthalene-5,6-oxide,1-Nitronaphthalene-7,8-oxide,2-Oxo-1,2-dihydroquinoline-4-carboxylate,3-Hydroxyquinaldic acid,4-Hydroxy-2-quinolinecarboxylic acid,Kynurenic acid,N-Acetylisatin","C01717,C02172,C14800,C14802,C16715,C18621,HMDB00715,HMDB60331,HMDB60332"
115,271.2266,231.2,1227514.13,947930.44,1284401.75,937118,855530.19,1183485.63,1836380.88,1633581.38,1678183.38,1172525.63,positive,Annotate in FrAnK,"(+)-12-hydroxy-9Z-hexadecenoic acid,10-keto palmitic acid,10-oxo-14-methyl-pentadecanoic acid,11-Oxohexadecanoic acid,11-keto palmitic acid,15-oxo-hexadecanoic acid,16-Oxo-palmitate,16-hydroxy-5-hexadecenoic acid,16-hydroxy-6-hexadecenoic acid,16-hydroxy-9E-hexadecenoic acid,16-hydroxy-9Z-hexadecenoic acid,2-keto palmitic acid,2-methyl-4-oxo-pentadecanoic acid,3-Oxohexadecanoic acid,3-keto palmitic acid,4-keto palmitic acid,5-keto palmitic acid,7-keto palmitic acid,8-Oxohexadecanoic acid,8-keto palmitic acid,9-Oxohexadecanoic acid,9-keto palmitic acid,Ambrettolic acid","C19614,HMDB10733,HMDB30972,HMDB30973,HMDB30978,LMFA01050106,LMFA01050192,LMFA01050193,LMFA01050270,LMFA01050271,LMFA01050272,LMFA01060050,LMFA01060051,LMFA01060052,LMFA01060053,LMFA01060054,LMFA01060055,LMFA01060056,LMFA01060057,LMFA01060058,LMFA01060101,LMFA01060104,LMFA01060105"
116,394.2011,230.37,1143246.63,1231448.13,1291191.88,1338384.13,1723078.5,1475728.13,1278862,1567843.88,1713013.13,1422041.88,positive,Annotate in FrAnK,"(-)-Tylocrebrine,2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-2H-1-benzopyran-7-ol acetate,4'-O-Methylbavachalcone,Candidone,Methylhildgardtol A,Methylhildgardtol B,Ovalichalcone,Pongagallone A,Tylophorine,Xuulanin","C10620,C10623,C15055,LMPK12020159,LMPK12020163,LMPK12020164,LMPK12120047,LMPK12120216,LMPK12120375,LMPK12140179"
117,394.2011,230.31,1143246.63,1231448.13,1291191.88,1338384.13,1723078.5,1475728.13,1278862,1567843.88,1713013.13,1422041.88,positive,Annotate in FrAnK,"(-)-Tylocrebrine,2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-2H-1-benzopyran-7-ol acetate,4'-O-Methylbavachalcone,Candidone,Methylhildgardtol A,Methylhildgardtol B,Ovalichalcone,Pongagallone A,Tylophorine,Xuulanin","C10620,C10623,C15055,LMPK12020159,LMPK12020163,LMPK12020164,LMPK12120047,LMPK12120216,LMPK12120375,LMPK12140179"
118,261.2423,230.66,1644748.13,1655251.5,1448102.63,1719640.38,2075575.25,1534145.75,1635073.75,1428805.88,1809777.75,1652925.5,positive,Annotate in FrAnK,,
119,193.1013,234.33,1019443.94,1091886.25,1107424.88,1277867.63,1169679,1258044.88,1709477.63,1053068.13,1424633.38,1415790,positive,Annotate in FrAnK,1-Methylphenanthrene,C19457
120,193.1013,234.29,1019443.94,1091886.25,1107424.88,1277867.63,1169679,1258044.88,1709477.63,1053068.13,1424633.38,1415790,positive,Annotate in FrAnK,1-Methylphenanthrene,C19457
121,213.1122,237.31,1122882.13,937276.56,1192276.13,1068203.75,1168833.75,1234954.75,1523894.5,1047528.81,1459743.75,1134360,positive,No Fragments,"(2S,4R,5S)-Muscarine,3,4-Methyleneazelaic acid,Butyrylcholine,Muscarine","C07473,HMDB13223,HMDB29936,HMDB59744"
122,247.2267,232.41,1268071.38,1255571.88,1305377.88,1187577.63,1444797.88,1093417,1264104.25,910979.31,1358339.88,1387238.75,positive,No Fragments,"8,8-Diethoxy-2,6-dimethyl-2-octanol",HMDB34557
123,215.1642,237.5,433699.59,452783.59,451163.25,402767.03,429822.97,503022.56,716378.44,453298.78,577322.13,478402.47,positive,No Fragments,"10-hydroxy-11-dodecenoic acid,11-oxo-dodecanoic acid,12-hydroxy-10-dodecenoic acid,12-hydroxy-3Z-dodecenoic acid,12-oxo-dodecanoic acid,2-oxo-dodecanoic acid,3-Oxododecanoic acid,3-oxo-dodecanoic acid,3R-hydroxy-5Z-dodecenoic acid,4-Acetoxy-2-hexyltetrahydrofuran,4-keto lauric acid,5-Oxododecanoic acid,6-hydroxy-4-dodecanolide,7-Oxododecanoic acid,9-keto lauric acid","C02367,HMDB10727,HMDB37398,LMFA01050168,LMFA01050169,LMFA01050170,LMFA01050254,LMFA01060039,LMFA01060040,LMFA01060088,LMFA01060089,LMFA01060090,LMFA01060091,LMFA01060183,LMFA01060184,LMFA07040043"
124,215.1642,237.55,433699.59,452783.59,451163.25,402767.03,429822.97,503022.56,716378.44,453298.78,577322.13,478402.47,positive,No Fragments,"10-hydroxy-11-dodecenoic acid,11-oxo-dodecanoic acid,12-hydroxy-10-dodecenoic acid,12-hydroxy-3Z-dodecenoic acid,12-oxo-dodecanoic acid,2-oxo-dodecanoic acid,3-Oxododecanoic acid,3-oxo-dodecanoic acid,3R-hydroxy-5Z-dodecenoic acid,4-Acetoxy-2-hexyltetrahydrofuran,4-keto lauric acid,5-Oxododecanoic acid,6-hydroxy-4-dodecanolide,7-Oxododecanoic acid,9-keto lauric acid","C02367,HMDB10727,HMDB37398,LMFA01050168,LMFA01050169,LMFA01050170,LMFA01050254,LMFA01060039,LMFA01060040,LMFA01060088,LMFA01060089,LMFA01060090,LMFA01060091,LMFA01060183,LMFA01060184,LMFA07040043"
125,232.1907,237.97,355598.06,392315.72,260898.52,364737.81,284161.97,447799.25,460305.56,300439.94,428722.25,290002.41,positive,No Fragments,,
126,331.1692,233.51,242663.86,307306.41,294650.38,375285.22,470818.44,256185.23,352235.59,234192.22,402536.97,261313.7,positive,No Fragments,Chloropyramine,HMDB15690
127,397.2583,232.31,739789,731774.19,854160,886827.19,804072.13,755589.56,1017583.38,837712.75,885518.5,876614.31,positive,No Fragments,"PGF2alpha-11-acetate,methyl 8-[3,5-epidioxy-2-(3-hydroperoxy-1-pentenyl)-cyclopentyl]-octanoate","LMFA01040054,LMFA03010096"
128,341.196,232.73,553884.88,564314.38,688260.63,619714.31,520010.13,564414.25,520946.09,661522.44,705655,671881.94,positive,No Fragments,"11-dehydro-2,3-dinor-TXB2,Glycopyrrolate","HMDB15121,LMFA03030013"
129,226.0943,234.36,557484.81,551150.31,581032.06,720566.38,697369.56,716748.25,785907.88,637673.31,748032.44,773570.19,positive,No Fragments,,
130,344.1361,233.45,537075.88,520374.84,513592.13,681976.94,710687.06,658756.56,651395.13,425528.91,846400.25,481900.44,positive,No Fragments,Cyclopeptine,C20579
131,277.1797,228.32,394445.53,336742.84,321138.53,452745.13,409027.78,398947.94,362883.38,373613.09,328272.53,323821.44,positive,No Fragments,"Buddledin A,Cyclandelate,Ginsenoyne C,Ginsenoyne K,Onchidal,Panaquinquecol 2,Panaquinquecol 7,Sugeonyl acetate,[6]-Shogaol,[8]-Shogaol","C09623,C10494,C17506,C20000,HMDB15586,HMDB31463,HMDB38938,HMDB38994,HMDB40375,HMDB41201,LMPR0103450004"
132,364.1904,230.69,403073.59,454535.53,327243.53,547796.69,501933.91,459120.91,499957.88,443331.63,557825.31,445103.25,positive,No Fragments,"Dapiprazole,Derricin,Dioncophylline C,Isoderricin A","C12337,HMDB14443,LMPK12120009,LMPK12140014"
133,347.164,229.44,433215.75,359651.16,359223.25,524155.75,382909.09,405643.59,515291.94,404808.19,547790.38,417382.41,positive,No Fragments,,
134,347.164,230.62,282163,359651.16,359223.25,411116.28,377806.97,322880.53,515291.94,404808.19,495315.38,359246.53,positive,No Fragments,,
135,342.2427,233.15,261850.45,240475.11,307669.69,320035.84,338998.16,333713.91,329547.25,251757,313596.91,244050.3,positive,No Fragments,"(-)-Spruceanol,(3R)-11-cis-3-Hydroxyretinal,(3R)-all-trans-3-Hydroxyretinal,(3R)-all-trans-3-hydroxyretinal,(3S)-11-cis-3-Hydroxyretinal,(3S)-11-cis-3-hydroxyretinal,(3S)-all-trans-3-Hydroxyretinal,(3S)-all-trans-3-hydroxyretinal,11-cis-Retinoic acid,13-cis-Retinoic acid,13-cis-retinoic acid,Isotretinoin,17alpha-Methyl-17beta-hydroxyandrosta-4,6-dien-3-one,17beta-Hydroxy-17-methylandrosta-4,9(11)-dien-3-one,17beta-Hydroxy-2-methylandrost-1,4-dien-3-one,17beta-Hydroxy-7alpha-methylandrost-1,4-diene-3-one,19-Nor-17alpha-pregn-5(10)-en-20-yne-3alpha,17beta-diol,19-Norprogesterone,20,14-retro-retinoic acid,4-OH-Retinal,4-Oxoretinol,5,8,11-Eicosatriynoic acid,5-Hydroxymethyl tolterodine,6,9,12-Eicosatriynoic acid,7,10,13-Eicosatriynoic acid,8,11,14,18-Eicosatetraynoic acid,9,12,15-Eicosatriynoic acid,9,13-cis-Retinoate,9,13-di-cis-retinoic acid,9-cis-Retinoic acid,9-cis-retinoic acid,A-Norpregn-3(5)-ene-2,20-dione,All-trans-retinoic acid,Dehydroabietic acid,Dysokusone D,Lindheimerine,Metandienone,Methandrostenolone,Pregnenolone carbonitrile,Retinoate,Retinoic Acid,Spruceanol,Sugiol,Trilobinol,Yucalexin B16,Yucalexin B7,ent-6,16-Kauradien-19-oic acid","C00777,C07058,C08695,C09188,C12078,C14489,C14652,C14684,C14925,C15263,C15307,C15353,C15493,C15637,C16683,C18195,C18196,C20428,C20429,HMDB01852,HMDB02369,HMDB06219,HMDB12329,HMDB12788,HMDB12874,HMDB13973,HMDB36564,HMDB36697,HMDB36710,HMDB36711,HMDB38702,HMDB41925,HMDB61925,LMFA01030692,LMFA01030696,LMFA01030697,LMFA01030698,LMFA01030699,LMPR0104050005,LMPR0104100003,LMPR0104450001,LMPR01090019,LMPR01090021,LMPR01090022,LMPR01090023,LMPR01090024,LMPR01090032,LMPR01090048,LMPR01090049,LMPR01090050,LMST02020013"
136,342.2428,233.23,261850.45,240475.11,307669.69,320035.84,338998.16,333713.91,329547.25,251757,282858,244050.3,positive,No Fragments,"(-)-Spruceanol,(3R)-11-cis-3-Hydroxyretinal,(3R)-all-trans-3-Hydroxyretinal,(3R)-all-trans-3-hydroxyretinal,(3S)-11-cis-3-Hydroxyretinal,(3S)-11-cis-3-hydroxyretinal,(3S)-all-trans-3-Hydroxyretinal,(3S)-all-trans-3-hydroxyretinal,11-cis-Retinoic acid,13-cis-Retinoic acid,13-cis-retinoic acid,Isotretinoin,17alpha-Methyl-17beta-hydroxyandrosta-4,6-dien-3-one,17beta-Hydroxy-17-methylandrosta-4,9(11)-dien-3-one,17beta-Hydroxy-2-methylandrost-1,4-dien-3-one,17beta-Hydroxy-7alpha-methylandrost-1,4-diene-3-one,19-Nor-17alpha-pregn-5(10)-en-20-yne-3alpha,17beta-diol,19-Norprogesterone,20,14-retro-retinoic acid,4-OH-Retinal,4-Oxoretinol,5,8,11-Eicosatriynoic acid,5-Hydroxymethyl tolterodine,6,9,12-Eicosatriynoic acid,7,10,13-Eicosatriynoic acid,8,11,14,18-Eicosatetraynoic acid,9,12,15-Eicosatriynoic acid,9,13-cis-Retinoate,9,13-di-cis-retinoic acid,9-cis-Retinoic acid,9-cis-retinoic acid,A-Norpregn-3(5)-ene-2,20-dione,All-trans-retinoic acid,Dehydroabietic acid,Dysokusone D,Lindheimerine,Metandienone,Methandrostenolone,Pregnenolone carbonitrile,Retinoate,Retinoic Acid,Spruceanol,Sugiol,Trilobinol,Yucalexin B16,Yucalexin B7,ent-6,16-Kauradien-19-oic acid","C00777,C07058,C08695,C09188,C12078,C14489,C14652,C14684,C14925,C15263,C15307,C15353,C15493,C15637,C16683,C18195,C18196,C20428,C20429,HMDB01852,HMDB02369,HMDB06219,HMDB12329,HMDB12788,HMDB12874,HMDB13973,HMDB36564,HMDB36697,HMDB36710,HMDB36711,HMDB38702,HMDB41925,HMDB61925,LMFA01030692,LMFA01030696,LMFA01030697,LMFA01030698,LMFA01030699,LMPR0104050005,LMPR0104100003,LMPR0104450001,LMPR01090019,LMPR01090021,LMPR01090022,LMPR01090023,LMPR01090024,LMPR01090032,LMPR01090048,LMPR01090049,LMPR01090050,LMST02020013"
137,255.2317,226.39,258806.23,317116.56,307787.84,286111.53,334322.84,275715.91,304909.59,292558.47,336560.66,486178.84,positive,No Fragments,"(9Z)-Hexadecenoic acid,(E)-11-Hexadecenoic acid,(E)-3-Hexadecenoic acid,(E)-6-Hexadecenoic acid,(Z)-13-Hexadecenoic acid,(Z)-14-Methyl-6-pentadecenoic acid,(Z)-5-Hexadecenoic acid,(Z)-7-Dodecenyl butyrate,10-hexadecenoic acid,10E-Tetradecenyl acetate,10Z-Tetradecenyl acetate,11-hexadecenoic acid,11E-Tetradecenyl acetate,11Z-Tetradecenyl acetate,12E-Tetradecenyl acetate,12Z-Tetradecenyl acetate,13-hexadecenoic acid,13Z-hexadecenoic acid,14-methyl-4-pentadecenoic acid,15-Hexadecanolide,15:1(4)(13Me),15R-Hexadecanolide,16-Hexadecanolide,16:1(4),16:1(5Z),2,4-dimethyl-2E-tetradecenoic acid,2-hexyl-2-decenoic acid,2Z-hexadecenoic acid,3E-Tetradecenyl acetate,3E-hexadecenoic acid,3Z-Tetradecenyl acetate,5-Dodecyldihydro-2(3H)-furanone,5E-Tetradecenyl acetate,5Z-Tetradecenyl acetate,6-isopentyl-9-methyl-5-decenoic acid,6E-Tetradecenyl acetate,6Z-Tetradecenyl acetate,7-palmitoleic acid,7E-Tetradecenyl acetate,7Z-Tetradecenyl acetate,8E-Tetradecenyl acetate,8Z-Tetradecenyl acetate,9E-Tetradecenyl acetate,9Z-Tetradecenyl acetate,Citronellyl hexanoate,Gaidic acid,Hypogeic acid,Palmitelaidic acid,Palmitoleic acid,Sapienic acid,Trans-Hexa-dec-2-enoic acid,Vittatalactone,cis-10-palmitoleic acid,cis-9-palmitoleic acid,cis-Palmitvaccenic acid,delta-hexadecalactone,dodecyl 2E-butenoate,ethyl 7E-tetradecenoate,ethyl 9E-tetradecenoate,ethyl 9Z-tetradecenoate,hexadec-7Z-enoic acid,trans-9-palmitoleic acid","C08362,HMDB02186,HMDB03229,HMDB10735,HMDB12328,HMDB31053,HMDB31145,HMDB31711,HMDB32638,HMDB33791,HMDB35877,HMDB37647,HMDB38958,HMDB41422,LMFA01020133,LMFA01020140,LMFA01020141,LMFA01020142,LMFA01030054,LMFA01030055,LMFA01030056,LMFA01030057,LMFA01030058,LMFA01030260,LMFA01030261,LMFA01030262,LMFA01030263,LMFA01030264,LMFA01030265,LMFA01030266,LMFA01030267,LMFA01030766,LMFA01030808,LMFA01030854,LMFA01030893,LMFA01030894,LMFA07010283,LMFA07010285,LMFA07010286,LMFA07010287,LMFA07010288,LMFA07010289,LMFA07010290,LMFA07010291,LMFA07010293,LMFA07010307,LMFA07010309,LMFA07010310,LMFA07010311,LMFA07010312,LMFA07010313,LMFA07010314,LMFA07010315,LMFA07010316,LMFA07010491,LMFA07010492,LMFA07010494,LMFA07010515,LMFA07010537,LMFA07040032,LMFA07040052,LMFA07040054,LMFA07040055"
