reaction_id	reaction_name	protein_coverage	compound_coverage	all_coverage	protein	observed_protein_count	all_protein_count	compound	observed_compound_count	all_compound_count	pathway_ids	pathway_names
R-MMU-193424	DHCA is conjugated with Coenzyme A (SLC27A2 VLCS)	0.00	0.33	0.29		0	1	C00013:C00020	2	6	R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
R-MMU-6786245	CARNS1 transforms ATP, L-His, b-Ala to CARN	0.00	0.33	0.29		0	1	C00009:C00099	2	6	R-MMU-70921	Histidine catabolism
R-MMU-548843	ACSL3,4 ligate CoA to AA to form AA-CoA	1.00	0.29	0.38	Q9QUJ7 (ENSMUSG00000031278)	1	1	C00013:C00020	2	7	R-MMU-75876	Synthesis of very long-chain fatty acyl-CoAs
R-MMU-8959510	SEPHS2 phosphorylates H2Se to form SELP	1.00	0.29	0.38	P97364 (ENSMUSG00000049091)	1	1	C00009:C00020	2	7	R-MMU-2408557	Selenocysteine synthesis
R-MMU-74247	Hypoxanthine + H2O + O2 => Xanthine + H2O2	1.00	0.29	0.38	Q00519 (ENSMUSG00000024066)	1	1	C00262:C00385	2	7	R-MMU-74259	Purine catabolism
R-MMU-73608	(deoxy)cytidine + H2O => (deoxy)uridine + NH4+ (CDA)	1.00	0.29	0.38	P56389 (ENSMUSG00000028755)	1	1	C00299:C00475	2	7	R-MMU-73614	Pyrimidine salvage
R-MMU-201035	ACSL1,3,5,6 ligate CoA to PALM to form PALM-CoA	0.75	0.29	0.45	Q9CZW4 (ENSMUSG00000032883):P41216 (ENSMUSG00000018796):Q8JZR0 (ENSMUSG00000024981)	3	4	C00013:C00020	2	7	R-MMU-75876	Synthesis of very long-chain fatty acyl-CoAs
R-MMU-947538	Transfer of sulfur from MOCS3-S-S onto MOCS2A	0.08	0.29	0.15	A2BDX3 (ENSMUSG00000074576)	1	13	C00013:C00020	2	7	R-MMU-947581	Molybdenum cofactor biosynthesis
R-MMU-193711	3,7,24THCA is conjugated with Coenzyme A (SLC27A5 BACS)	0.00	0.29	0.25		0	1	C00013:C00020	2	7	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-193766	TetraHCA is conjugated with Coenzyme A (SLC27A5 BACS)	0.00	0.29	0.25		0	1	C00013:C00020	2	7	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-193727	TetraHCA is conjugated with Coenzyme A (SLC27A2 VLCS)	0.00	0.29	0.25		0	1	C00013:C00020	2	7	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-193743	3,7,24THCA is conjugated with Coenzyme A (SLC27A2 VLCS)	0.00	0.29	0.25		0	1	C00013:C00020	2	7	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-70479	D-fructose 1,6-bisphosphate + H2O => D-fructose 6-phosphate + orthophosphate	0.00	0.29	0.22		0	2	C00009:C00020	2	7	R-MMU-70263	Gluconeogenesis
R-MMU-352232	SLC7A5:SLC3A2 transports neutral amino acids from extracellular region to cytosol	1.00	0.25	0.33	P10852 (ENSMUSG00000010095):Q9Z127 (ENSMUSG00000040010)	2	2	C00183:C00123:C00078:C00079	4	16	R-MMU-71240	Tryptophan catabolism
R-MMU-70286	UTP + D-glucose 1-phosphate <=> pyrophosphate + UDP-glucose	1.00	0.25	0.40	Q91ZJ5 (ENSMUSG00000001891)	1	1	C00013	1	4	R-MMU-3322077:R-MMU-173599	Glycogen synthesis:Formation of the active cofactor, UDP-glucuronate
R-MMU-428696	sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - PPAP]	1.00	0.25	0.57	Q99JY8 (ENSMUSG00000028517):Q61469 (ENSMUSG00000021759):Q9DAX2 (ENSMUSG00000052151)	3	3	C00009	1	4	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-5693724	ESD dimer hydrolyses S-FGSH to GSH	1.00	0.25	0.40	Q9R0P3 (ENSMUSG00000021996)	1	1	C00051	1	4	R-MMU-156590	Glutathione conjugation
R-MMU-71188	TDO tetramer dioxygenates L-Trp to NFK	1.00	0.25	0.40	P48776 (ENSMUSG00000028011)	1	1	C00078	1	4	R-MMU-71240	Tryptophan catabolism
R-MMU-2395879	NUDT18 hydrolyses 8-oxo-dGDP to 8-oxo-dGMP	1.00	0.25	0.40	Q3U2V3 (ENSMUSG00000045211)	1	1	C00009	1	4	R-MMU-2393930	Phosphate bond hydrolysis by NUDT proteins
R-MMU-6798317	GNMT tetramer transfers methyl group from AdoMet to Gly to form AdoHyc and SARC	1.00	0.25	0.40	Q9QXF8 (ENSMUSG00000002769)	1	1	C00037	1	4	R-MMU-389661	Glyoxylate metabolism and glycine degradation
R-MMU-199203	PANK1/3/4 phosphorylate PanK	1.00	0.25	0.40	Q8K4K6 (ENSMUSG00000033610)	1	1	C00864	1	4	R-MMU-196783	Coenzyme A biosynthesis
R-MMU-6809325	PI3P is dephosphorylated to PI by MTMR9-bound MTMR8 or MTMR6 at the plasma membrane	1.00	0.25	0.50	Q8VE11 (ENSMUSG00000021987):Q9Z2D0 (ENSMUSG00000035078)	2	2	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-1676114	PI3P is dephosphorylated to PI by SACM1L at the Golgi membrane	1.00	0.25	0.40	Q9EP69 (ENSMUSG00000025240)	1	1	C00009	1	4	R-MMU-1660514	Synthesis of PIPs at the Golgi membrane
R-MMU-196950	2xTRAP hydrolyzes FMN to RIB	1.00	0.25	0.40	Q05117 (ENSMUSG00000001348)	1	1	C00009	1	4	R-MMU-196843	Vitamin B2 (riboflavin) metabolism
R-MMU-1482695	G3P is acylated to 1-acyl LPA by GPAM/GPAT2 (OM)	1.00	0.25	0.50	Q14DK4 (ENSMUSG00000046338):Q61586 (ENSMUSG00000024978)	2	2	C00093	1	4	R-MMU-1483166	Synthesis of PA
R-MMU-75887	Conversion of Glycerol to Glycerol-3-phosphate	1.00	0.25	0.40	Q64516 (ENSMUSG00000025059)	1	1	C00093	1	4	R-MMU-75109	Triglyceride biosynthesis
R-MMU-1614546	Sulfate is exported to the cytosol in exchange for dicarboxylate	1.00	0.25	0.40	Q9QZD8 (ENSMUSG00000025792)	1	1	C00149	1	4	R-MMU-1614517	Sulfide oxidation to sulfate
R-MMU-428664	sphinganine 1-phosphate + H2O => sphinganine + orthophosphate	1.00	0.25	0.50	Q810K3 (ENSMUSG00000032908):Q9JI99 (ENSMUSG00000021054)	2	2	C00009	1	4	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-5694071	GLO1 dimer:2xZn2+ transforms MGXL and GSH to (R)-S-LGSH	1.00	0.25	0.40	Q9CPU0 (ENSMUSG00000024026)	1	1	C00051	1	4	R-MMU-70268	Pyruvate metabolism
R-MMU-549112	G3P is acylated to 1-acyl LPA by AGPAT6	1.00	0.25	0.40	Q8K2C8 (ENSMUSG00000031545)	1	1	C00093	1	4	R-MMU-1483166	Synthesis of PA
R-MMU-1855213	I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane	1.00	0.25	0.40	Q8K337 (ENSMUSG00000028894)	1	1	C00009	1	4	R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol
R-MMU-1676020	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the late endosome membrane	1.00	0.25	0.57	Q80WQ2 (ENSMUSG00000010936):Q91WF7 (ENSMUSG00000038417):Q9Z1T6 (ENSMUSG00000025949)	3	3	C00009	1	4	R-MMU-1660517	Synthesis of PIPs at the late endosome membrane
R-MMU-188467	Gly-3-P+FAD->DHAP+FADH2 (catalyzed by mitochondrial Gly-Phos dehydrogenase)	1.00	0.25	0.40	Q64521 (ENSMUSG00000026827)	1	1	C00093	1	4	R-MMU-163560:R-MMU-1483166	Triglyceride catabolism:Synthesis of PA
R-MMU-1676174	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the early endosome membrane	1.00	0.25	0.57	Q80WQ2 (ENSMUSG00000010936):Q91WF7 (ENSMUSG00000038417):Q9Z1T6 (ENSMUSG00000025949)	3	3	C00009	1	4	R-MMU-1660516	Synthesis of PIPs at the early endosome membrane
R-MMU-5359451	NNMT transfers CH3 from SAM to NAM to form MNA	1.00	0.25	0.40	O55239 (ENSMUSG00000032271)	1	1	C00153	1	4	R-MMU-197264	Nicotinamide salvaging
R-MMU-2162192	PHB and all-E-10PrP2 are combined into DHB by COQ2	1.00	0.25	0.40	Q66JT7 (ENSMUSG00000029319)	1	1	C00013	1	4	R-MMU-2142789	Ubiquinol biosynthesis
R-MMU-6809720	PI3P is dephosphorylated to PI by MTM1:MTMR12	1.00	0.25	0.50	Q80TA6 (ENSMUSG00000039458):Q9Z2C5 (ENSMUSG00000031337)	2	2	C00009	1	4	R-MMU-1660516	Synthesis of PIPs at the early endosome membrane
R-MMU-6809778	PI(3,5)P2 is dephosphorylated to PI5P by MTMR2:SBF1	1.00	0.25	0.50	Q9Z2D1 (ENSMUSG00000031918):Q6ZPE2 (ENSMUSG00000036529)	2	2	C00009	1	4	R-MMU-1483248	Synthesis of PIPs at the ER membrane
R-MMU-880033	2-oxoglutarate + 4-hydroxybutyrate <=> (R)-2-hydroxyglutarate + succinate semialdehyde	1.00	0.25	0.40	Q8R0N6 (ENSMUSG00000025911)	1	1	C00026	1	4	R-MMU-880009	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate
R-MMU-6810410	PI(4,5)P2 is dephosphorylated to PI5P by TMEM55B in the nucleus	1.00	0.25	0.40	Q3TWL2 (ENSMUSG00000035953)	1	1	C00009	1	4	R-MMU-8847453	Synthesis of PIPs in the nucleus
R-MMU-1676124	PI4P is dephosphorylated to PI by SACM1L at the ER membrane	1.00	0.25	0.40	Q9EP69 (ENSMUSG00000025240)	1	1	C00009	1	4	R-MMU-1483248	Synthesis of PIPs at the ER membrane
R-MMU-8952137	Phospholipid phosphatase 6 hydrolyses Presqualene diphosphate to presqualene monophosphate	1.00	0.25	0.40	Q9D4F2 (ENSMUSG00000040105)	1	1	C00009	1	4	R-MMU-191273	Cholesterol biosynthesis
R-MMU-1483165	PA is converted to CDP-DAG by CDS2	1.00	0.25	0.40	Q99L43 (ENSMUSG00000058793)	1	1	C00013	1	4	R-MMU-1483148	Synthesis of PG
R-MMU-6809777	PI3P is dephosphorylated to PI by MTMR2:SBF1	1.00	0.25	0.50	Q9Z2D1 (ENSMUSG00000031918):Q6ZPE2 (ENSMUSG00000036529)	2	2	C00009	1	4	R-MMU-1483248	Synthesis of PIPs at the ER membrane
R-MMU-1483190	PETA and CTP are condensed to CDP-ETA by PCY2	1.00	0.25	0.40	Q922E4 (ENSMUSG00000025137)	1	1	C00013	1	4	R-MMU-1483213	Synthesis of PE
R-MMU-191405	Two FPP molecules dimerize to form presqualene diphosphate	1.00	0.25	0.40	P53798 (ENSMUSG00000021273)	1	1	C00013	1	4	R-MMU-191273	Cholesterol biosynthesis
R-MMU-6809320	PI(3,5)P2 is dephosphorylated to PI5P by MTMR9-bound MTMR6 or MTMR8 at the plasma membrane	1.00	0.25	0.50	Q8VE11 (ENSMUSG00000021987):Q9Z2D0 (ENSMUSG00000035078)	2	2	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-2395873	NUDT18 hydrolyses 8-oxo-GDP to 8-oxo-GMP	1.00	0.25	0.40	Q3U2V3 (ENSMUSG00000045211)	1	1	C00009	1	4	R-MMU-2393930	Phosphate bond hydrolysis by NUDT proteins
R-MMU-198813	2xGSTOs reduce DHvitC to VitC	1.00	0.25	0.40	Q8K2Q2 (ENSMUSG00000025069)	1	1	C00051	1	4	R-MMU-196836	Vitamin C (ascorbate) metabolism
R-MMU-75849	Transport of Citrate from Mitochondrial Matrix to cytosol	1.00	0.25	0.40	Q8JZU2 (ENSMUSG00000003528)	1	1	C00149	1	4	R-MMU-75105	Fatty acyl-CoA biosynthesis
R-MMU-70262	Fructose 2,6-bisphosphate is hydrolyzed to form fructose-6-phosphate and orthophosphate	1.00	0.25	0.40	P70266 (ENSMUSG00000025271)	1	1	C00009	1	4	R-MMU-70171	Glycolysis
R-MMU-1676005	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the Golgi membrane	1.00	0.25	0.57	Q80WQ2 (ENSMUSG00000010936):Q91WF7 (ENSMUSG00000038417):Q9Z1T6 (ENSMUSG00000025949)	3	3	C00009	1	4	R-MMU-1660514	Synthesis of PIPs at the Golgi membrane
R-MMU-3257122	SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane	1.00	0.25	0.50	Q8R070 (ENSMUSG00000024036):Q9WU81 (ENSMUSG00000032122)	2	2	C00009	1	4	R-MMU-70263	Gluconeogenesis
R-MMU-880050	(S)-2-hydroxyglutarate + FAD => 2-oxoglutarate + FADH2	1.00	0.25	0.40	Q91YP0 (ENSMUSG00000020988)	1	1	C00026	1	4	R-MMU-880009	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate
R-MMU-947531	Molybdenum ion transfer onto molybdopterin	1.00	0.25	0.33	Q8BUV3 (ENSMUSG00000047454)	1	1	C00013:C00020	2	8	R-MMU-947581	Molybdenum cofactor biosynthesis
R-MMU-1855163	I(1,3,4,5,6)P5 is dephosphorylated to I(1,4,5,6)P4 by MINPP1 in the ER lumen	1.00	0.25	0.40	Q9Z2L6 (ENSMUSG00000024896)	1	1	C00009	1	4	R-MMU-1855231	Synthesis of IPs in the ER lumen
R-MMU-200651	5,10-methyleneTHF polyglutamate + glycine <=> tetrahydrofolate polyglutamate (THF polyglutamate) + serine	1.00	0.25	0.40	P50431 (ENSMUSG00000020534)	1	1	C00037	1	4	R-MMU-196757	Metabolism of folate and pterines
R-MMU-196754	COASY transfers an adenylyl group from ATP to PPANT	1.00	0.25	0.40	Q9DBL7 (ENSMUSG00000001755)	1	1	C00013	1	4	R-MMU-196783	Coenzyme A biosynthesis
R-MMU-888614	IDO2 dioxygenates L-Trp to NFK	1.00	0.25	0.40	Q8R0V5 (ENSMUSG00000031549)	1	1	C00078	1	4	R-MMU-71240	Tryptophan catabolism
R-MMU-199456	PTEN dephosphorylates PIP3	1.00	0.25	0.40	O08586 (ENSMUSG00000013663)	1	1	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-389652	PMP34-mediated exchange of cytosolic ATP for peroxisomal AMP	1.00	0.25	0.40	O70579 (ENSMUSG00000022404)	1	1	C00020	1	4	R-MMU-389599	Alpha-oxidation of phytanate
R-MMU-3262512	G6PC3 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (ubiquitous)	1.00	0.25	0.40	Q6NSQ9 (ENSMUSG00000034793)	1	1	C00009	1	4	R-MMU-70263	Gluconeogenesis
R-MMU-8953339	DNPH1 hydrolyses dGMP	1.00	0.25	0.40	Q80VJ3 (ENSMUSG00000040658)	1	1	C00242	1	4	R-MMU-74259	Purine catabolism
R-MMU-196929	FLAD1 phosphorylates FMN	1.00	0.25	0.40	Q8R123 (ENSMUSG00000042642)	1	1	C00013	1	4	R-MMU-196843	Vitamin B2 (riboflavin) metabolism
R-MMU-6813740	GDE1 hydrolyzes GroPIns	1.00	0.25	0.40	Q9JL56 (ENSMUSG00000033917)	1	1	C00093	1	4	R-MMU-6814848	Glycerophospholipid catabolism
R-MMU-1675824	PI(4,5)P2 is dephosphorylated to PI4P by OCRL/INPP5E at the Golgi membrane	1.00	0.25	0.50	Q6NVF0 (ENSMUSG00000001173):Q9JII1 (ENSMUSG00000026925)	2	2	C00009	1	4	R-MMU-1660514	Synthesis of PIPs at the Golgi membrane
R-MMU-880002	(R)-2-hydroxyglutarate + succinate semialdehyde <=> 2-oxoglutarate + 4-hydroxybutyrate	1.00	0.25	0.40	Q8R0N6 (ENSMUSG00000025911)	1	1	C00026	1	4	R-MMU-880009	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate
R-MMU-1675949	PI(3,4,5)P3 is dephosphorylated to PI(3,4)P2 by INPP5[2] at the plasma membrane	1.00	0.25	0.62	Q9ES52 (ENSMUSG00000026288):P59644 (ENSMUSG00000034570):Q6P549 (ENSMUSG00000032737):Q8C5L6 (ENSMUSG00000006127)	4	4	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-200735	Tetrahydrofolate polyglutamate (THF polyglutamate) + serine <=> 5,10-methyleneTHF polyglutamate + glycine	1.00	0.25	0.40	P50431 (ENSMUSG00000020534)	1	1	C00037	1	4	R-MMU-196757	Metabolism of folate and pterines
R-MMU-1675795	PI3P is dephosphorylated to PI by MTM proteins at the late endosome membrane	1.00	0.25	0.62	Q9Z2D1 (ENSMUSG00000031918):Q9Z2C9 (ENSMUSG00000039431):Q9Z2C5 (ENSMUSG00000031337):Q91XS1 (ENSMUSG00000018401)	4	4	C00009	1	4	R-MMU-1660517	Synthesis of PIPs at the late endosome membrane
R-MMU-1676141	PI3P is dephosphorylated to PI by MTM proteins at the early endosome membrane	1.00	0.25	0.57	Q9Z2D1 (ENSMUSG00000031918):Q9Z2C5 (ENSMUSG00000031337):Q91XS1 (ENSMUSG00000018401)	3	3	C00009	1	4	R-MMU-1660516	Synthesis of PIPs at the early endosome membrane
R-MMU-1855225	IP6 is dephosphorylated to I(1,2,4,5,6)P5 by MINPP1 in the ER lumen	1.00	0.25	0.40	Q9Z2L6 (ENSMUSG00000024896)	1	1	C00009	1	4	R-MMU-1855231	Synthesis of IPs in the ER lumen
R-MMU-76590	AMP + H2O => IMP + NH4+ (AMPD)	1.00	0.25	0.57	Q9DBT5 (ENSMUSG00000027889):O08739 (ENSMUSG00000005686):Q3V1D3 (ENSMUSG00000070385)	3	3	C00020	1	4	R-MMU-74217	Purine salvage
R-MMU-71676	2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O	1.00	0.25	0.40	P11352 (ENSMUSG00000063856)	1	1	C00051	1	4	R-MMU-74259	Purine catabolism
R-MMU-6784959	BPHL hydrolyses VACV to ACV	1.00	0.25	0.40	Q8R164 (ENSMUSG00000038286)	1	1	C00183	1	4	R-MMU-211945	Phase I - Functionalization of compounds
R-MMU-1855200	I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by MINPP1 in the ER lumen	1.00	0.25	0.40	Q9Z2L6 (ENSMUSG00000024896)	1	1	C00009	1	4	R-MMU-1855231	Synthesis of IPs in the ER lumen
R-MMU-1676105	PI(3,5)P2 is dephosphorylated to PI5P by MTM proteins at the early endosome membrane	1.00	0.25	0.57	Q9Z2D1 (ENSMUSG00000031918):Q9Z2C5 (ENSMUSG00000031337):Q91XS1 (ENSMUSG00000018401)	3	3	C00009	1	4	R-MMU-1660516	Synthesis of PIPs at the early endosome membrane
R-MMU-6806674	UBIA1D prenylates menadione to form MK4 (vitamin K hydroquinone)	1.00	0.25	0.40	Q9DC60 (ENSMUSG00000047719)	1	1	C00013	1	4	R-MMU-6806664	Metabolism of vitamin K
R-MMU-1676065	PI(3,5)P2 is dephosphorylated to PI5P by MTM proteins at the late endosome membrane	1.00	0.25	0.62	Q9Z2D1 (ENSMUSG00000031918):Q9Z2C9 (ENSMUSG00000039431):Q9Z2C5 (ENSMUSG00000031337):Q91XS1 (ENSMUSG00000018401)	4	4	C00009	1	4	R-MMU-1660517	Synthesis of PIPs at the late endosome membrane
R-MMU-73580	D-ribose 5-phosphate + ATP => 5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + adenosine 5'-monophosphate	1.00	0.25	0.40	Q9D7G0 (ENSMUSG00000031432)	1	1	C00020	1	4	R-MMU-73843	5-Phosphoribose 1-diphosphate biosynthesis
R-MMU-2395965	NUDT18 hydrolyses 8-OH-dADP to 8-OH-dAMP	1.00	0.25	0.40	Q3U2V3 (ENSMUSG00000045211)	1	1	C00009	1	4	R-MMU-2393930	Phosphate bond hydrolysis by NUDT proteins
R-MMU-1676149	PI(3,4)P2 is dephosphorylated to PI4P by PTEN at the plasma membrane	1.00	0.25	0.40	O08586 (ENSMUSG00000013663)	1	1	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-428701	sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - SGPP]	1.00	0.25	0.50	Q810K3 (ENSMUSG00000032908):Q9JI99 (ENSMUSG00000021054)	2	2	C00009	1	4	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-75886	glycerol 3-phosphate + acyl-CoA => 1-acylglycerol 3-phosphate + CoASH [mitochondrial membrane-associated]	1.00	0.25	0.40	Q61586 (ENSMUSG00000024978)	1	1	C00093	1	4	R-MMU-75109	Triglyceride biosynthesis
R-MMU-428690	sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [extracellular]	1.00	0.25	0.40	Q61469 (ENSMUSG00000021759)	1	1	C00009	1	4	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-174392	PAPSS1,2 transfer SO4(2-) group to ATP to form APS	1.00	0.25	0.50	O88428 (ENSMUSG00000024899):Q60967 (ENSMUSG00000028032)	2	2	C00013	1	4	R-MMU-174362:R-MMU-174362	Transport and synthesis of PAPS:Transport and synthesis of PAPS
R-MMU-1483081	PCho and CTP are condensed to CDP-Cho by PCYT1 dimer	1.00	0.25	0.50	P49586 (ENSMUSG00000005615):Q811Q9 (ENSMUSG00000035246)	2	2	C00013	1	4	R-MMU-1483191	Synthesis of PC
R-MMU-3301943	GSTK1 dimer transfers GS from GSH to CDNB	1.00	0.25	0.40	Q9DCM2 (ENSMUSG00000029864)	1	1	C00051	1	4	R-MMU-156590	Glutathione conjugation
R-MMU-8878654	ACP6 hydrolyses MYS-LPA	1.00	0.25	0.40	Q8BP40 (ENSMUSG00000028093)	1	1	C00009	1	4	R-MMU-1483166	Synthesis of PA
R-MMU-199206	SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol	1.00	0.25	0.50	Q9CZG9 (ENSMUSG00000015668):Q5U4D8 (ENSMUSG00000006641)	2	2	C00864	1	4	R-MMU-199220	Vitamin B5 (pantothenate) metabolism
R-MMU-5693967	GLDC dimer:2xPXLP decarboxylates Gly	0.67	0.25	0.43	Q91WK5 (ENSMUSG00000034424):Q91W43 (ENSMUSG00000024827)	2	3	C00037	1	4	R-MMU-6783984	Glycine degradation
R-MMU-8938073	PARPs transfer ADP-D-ribose to proteins (poly(ADP-ribosyl)ation)	0.50	0.25	0.38	Q8CAS9 (ENSMUSG00000022906):Q7TMM8 (ENSMUSG00000032392)	2	4	C00153	1	4	R-MMU-197264	Nicotinamide salvaging
R-MMU-5693373	DDAH1,2 hydrolyses ADMA to DMA and L-Cit	0.50	0.25	0.33	Q99LD8 (ENSMUSG00000007039)	1	2	C00327	1	4	R-MMU-203615	eNOS activation
R-MMU-508040	glutamate + ATP + NADPH + H+ => L-glutamate gamma-semialdehyde + NADP+ + ADP + orthophosphate [P5CS]	0.50	0.25	0.30	Q9Z110 (ENSMUSG00000025007)	1	2	C00009:C00025	2	8	R-MMU-70614	Amino acid synthesis and interconversion (transamination)
R-MMU-2395876	NUDT15 hydrolyses 8-oxo-dGDP to 8-oxo-dGMP	0.50	0.25	0.33	Q8BG93 (ENSMUSG00000033405)	1	2	C00009	1	4	R-MMU-2393930	Phosphate bond hydrolysis by NUDT proteins
R-MMU-2395869	NUDT15 hydrolyses 8-oxo-dGTP to 8-oxo-dGMP	0.50	0.25	0.33	Q8BG93 (ENSMUSG00000033405)	1	2	C00013	1	4	R-MMU-2393930	Phosphate bond hydrolysis by NUDT proteins
R-MMU-164840	ADP and Pi bind to ATPase	0.47	0.25	0.45	P56384 (ENSMUSG00000018770):G3X9L6 (ENSMUSG00000068706):Q9DB20 (ENSMUSG00000022956):Q06185 (ENSMUSG00000050856):P56135 (ENSMUSG00000038690):Q9D3D9 (ENSMUSG00000003072):Q9DCX2 (ENSMUSG00000034566):Q9CPQ8 (ENSMUSG00000038717):P03930 (ENSMUSG00000064356):Q91VR2 (ENSMUSG00000025781):Q03265 (ENSMUSG00000025428):Q9CRA7 (ENSMUSG00000054894):P56382 (ENSMUSG00000016252):P56383 (ENSMUSG00000062683):Q9CQQ7 (ENSMUSG00000000563):P00848 (ENSMUSG00000064357):P56480 (ENSMUSG00000025393):Q9CR84 (ENSMUSG00000006057):P97450 (ENSMUSG00000022890)	19	40	C00009	1	4	R-MMU-163210	Formation of ATP by chemiosmotic coupling
R-MMU-75899	1,2-diacyl-glycerol 3-phosphate + H2O => 1,2-diacyl-glycerol + orthophosphate	0.33	0.25	0.29	Q99PI5 (ENSMUSG00000024052)	1	3	C00009	1	4	R-MMU-75109	Triglyceride biosynthesis
R-MMU-209925	DIT and MIT combine to form triiodothyronine	0.33	0.25	0.29	E9Q4F3 (ENSMUSG00000027857)	1	3	C00041	1	4	R-MMU-209968	Thyroxine biosynthesis
R-MMU-1676203	PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane	0.31	0.25	0.30	Q8VE11 (ENSMUSG00000021987):Q9Z2C5 (ENSMUSG00000031337):Q8VEL2 (ENSMUSG00000030269):Q9Z2C4 (ENSMUSG00000015214):Q9D2G5 (ENSMUSG00000023805)	5	16	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-1675994	PI3P is dephosphorylated to PI by SYNJ/MTMs at the plasma membrane	0.31	0.25	0.30	Q8VE11 (ENSMUSG00000021987):Q9Z2C5 (ENSMUSG00000031337):Q8VEL2 (ENSMUSG00000030269):Q9Z2C4 (ENSMUSG00000015214):Q9D2G5 (ENSMUSG00000023805)	5	16	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-1676177	PI(4,5)P2 is dephosphorylated to PI4P by SYNJ/INPP5[1] at the plasma membrane	0.30	0.25	0.29	P59644 (ENSMUSG00000034570):Q9D2G5 (ENSMUSG00000023805):Q8C5L6 (ENSMUSG00000006127)	3	10	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-381607	Activated Adenylyl cyclase synthesizes cyclic AMP	0.29	0.25	0.27	P84309 (ENSMUSG00000022840):F8VQ52 (ENSMUSG00000022994)	2	7	C00013	1	4	R-MMU-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
R-MMU-266046	GGT1, 5 dimers hydrolyse LTC4 to LTD4	0.25	0.25	0.25	Q9Z2A9 (ENSMUSG00000006344)	1	4	C00025	1	4	R-MMU-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)
R-MMU-1855222	I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5A/B at the plasma membrane	0.25	0.25	0.25	Q8K337 (ENSMUSG00000028894)	1	4	C00009	1	4	R-MMU-1855183	Synthesis of IP2, IP, and Ins in the cytosol
R-MMU-1675836	PI(3,5)P2 is dephosphorylated to PI3P by SYNJ at the plasma membrane	0.22	0.25	0.23	Q6NVF0 (ENSMUSG00000001173):Q9D2G5 (ENSMUSG00000023805)	2	9	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-1855174	I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol	0.22	0.25	0.23	Q6NVF0 (ENSMUSG00000001173):P59644 (ENSMUSG00000034570)	2	9	C00009	1	4	R-MMU-1855183	Synthesis of IP2, IP, and Ins in the cytosol
R-MMU-1675988	PI4P is dephosphorylated to PI by SYNJ at the plasma membrane	0.22	0.25	0.23	Q6NVF0 (ENSMUSG00000001173):Q9D2G5 (ENSMUSG00000023805)	2	9	C00009	1	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
